"","sector","categoria","trabaja","se trabaja","mes"
"370","Construccion","cuenta propia",4241.56108656,1547.28941903052,8
"371","Comercio","cuenta propia",12746.60588456,2640.01909206592,8
"372","Hoteles y Restoranes","cuenta propia",381.38950532,232.42145605544,8
"373","Transporte y Comunicaciones","cuenta propia",3421.12461057,922.804525823671,8
"374","Servicios Sociales y Personales","cuenta propia",3564.16288112,883.987491211003,8
"375","Inmobiliarias","cuenta propia",1563.66718479,683.753610865209,8
"376","Agropecuario-Silvicola","asalariado sin contrato",7338.4329589,1482.75002010539,8
"377","Industria Manufacturera","asalariado sin contrato",1309.15976847,623.945058307143,8
"378","Construccion","asalariado sin contrato",2643.14371474,960.087336987961,8
"379","Comercio","asalariado sin contrato",4621.91612154,1166.88130866773,8
"380","Hoteles y Restoranes","asalariado sin contrato",1217.09443811,516.918571548284,8
"381","Transporte y Comunicaciones","asalariado sin contrato",4063.53867195,903.844766132023,8
"382","Intermediacion Financiera","asalariado sin contrato",23.88416367,23.88416367,8
"383","Servicios Sociales y Personales","asalariado sin contrato",6796.39952971,1344.82088786774,8
"384","Administracion Publica","asalariado sin contrato",219.41351708,219.41351708,8
"385","Inmobiliarias","asalariado sin contrato",340.54331147,340.54331147,8
"386","Agropecuario-Silvicola","asalariado con contrato definido",4040.94727567,1763.08636632604,8
"387","Industria Manufacturera","asalariado con contrato definido",1924.86352559,646.412775086756,8
"388","Electricidad, Gas y Agua","asalariado con contrato definido",815.25999755,782.04742855083,8
"389","Construccion","asalariado con contrato definido",1935.21045734,712.755200990634,8
"390","Comercio","asalariado con contrato definido",1604.52012448,560.340725618503,8
"391","Hoteles y Restoranes","asalariado con contrato definido",237.01170333,186.948459115702,8
"392","Transporte y Comunicaciones","asalariado con contrato definido",742.37745656,387.938874709747,8
"393","Servicios Sociales y Personales","asalariado con contrato definido",6045.87773773,1215.79467124555,8
"394","Administracion Publica","asalariado con contrato definido",3150.18175603,845.31859366413,8
"395","Inmobiliarias","asalariado con contrato definido",2110.96685178,830.54137660694,8
"396","Agropecuario-Silvicola","asalariado con contrato indefinido",8344.69509098,2223.1544220802,8
"397","Mineria","asalariado con contrato indefinido",241.64232227,241.64232227,8
"398","Industria Manufacturera","asalariado con contrato indefinido",7775.46160931,2039.46916440982,8
"399","Electricidad, Gas y Agua","asalariado con contrato indefinido",783.47557537,386.46540270563,8
"400","Construccion","asalariado con contrato indefinido",961.11810827,424.160216280984,8
"401","Comercio","asalariado con contrato indefinido",10729.63819364,1503.27777937598,8
"402","Hoteles y Restoranes","asalariado con contrato indefinido",1510.14392558,473.033252356782,8
"403","Transporte y Comunicaciones","asalariado con contrato indefinido",5168.95433288,1205.02190664422,8
"404","Intermediacion Financiera","asalariado con contrato indefinido",1535.35639192,665.858972569197,8
"405","Servicios Sociales y Personales","asalariado con contrato indefinido",20366.6564358,2702.27409645222,8
"406","Administracion Publica","asalariado con contrato indefinido",4407.79865668,1193.909993908,8
"407","Inmobiliarias","asalariado con contrato indefinido",979.12160472,482.866241079597,8
"408","Agropecuario-Silvicola","no remunerado",1223.96544138,637.339490101788,8
"409","Industria Manufacturera","no remunerado",48.46336914,48.46336914,8
"410","Comercio","no remunerado",3733.08621839,1614.41097252186,8
"411","Hoteles y Restoranes","no remunerado",298.30627884,214.066272980058,8
"412","Transporte y Comunicaciones","no remunerado",58.98818187,58.98818187,8
"413","Inmobiliarias","no remunerado",219.41351708,219.41351708,8
"414","Agropecuario-Silvicola","empleador",2265.85929522,989.494663250035,9
"415","Industria Manufacturera","empleador",116.5662253,82.4262345761333,9
"416","Construccion","empleador",959.31418579,607.084555177857,9
"417","Comercio","empleador",464.08792463,278.844006670316,9
"418","Hoteles y Restoranes","empleador",473.47754507,335.119622404056,9
"419","Transporte y Comunicaciones","empleador",845.3147162,512.66899355866,9
"420","Servicios Sociales y Personales","empleador",132.41456726,99.3827219906951,9
"421","Inmobiliarias","empleador",507.42259974,507.42259974,9
"422","Agropecuario-Silvicola","cuenta propia",13081.74742453,2147.00323613212,9
"423","Industria Manufacturera","cuenta propia",4994.07119236,1757.54429864893,9
"424","Construccion","cuenta propia",3714.57887677,1373.10322573144,9
"425","Comercio","cuenta propia",13001.41125618,2705.33149374513,9
"426","Hoteles y Restoranes","cuenta propia",379.07853308,231.013133263786,9
"427","Transporte y Comunicaciones","cuenta propia",2875.74034913,805.36070781063,9
"428","Servicios Sociales y Personales","cuenta propia",3167.92494464,815.483516212789,9
"429","Inmobiliarias","cuenta propia",1872.92063827,708.512384650666,9
"430","Agropecuario-Silvicola","asalariado sin contrato",7657.89828342,1821.74585168638,9
"431","Industria Manufacturera","asalariado sin contrato",1268.71363403,572.576281475532,9
"432","Construccion","asalariado sin contrato",3182.05582892,1115.8954412499,9
"433","Comercio","asalariado sin contrato",4314.32876934,1303.22265077158,9
"434","Hoteles y Restoranes","asalariado sin contrato",1046.63850862,497.316457603815,9
"435","Transporte y Comunicaciones","asalariado sin contrato",3386.80017914,862.92345948397,9
"436","Intermediacion Financiera","asalariado sin contrato",24.05211429,24.05211429,9
"437","Servicios Sociales y Personales","asalariado sin contrato",6913.0907346,1355.94506727826,9
"438","Administracion Publica","asalariado sin contrato",226.37854866,226.37854866,9
"439","Inmobiliarias","asalariado sin contrato",369.63337976,339.910496290786,9
"440","Agropecuario-Silvicola","asalariado con contrato definido",4591.66246422,1767.41592044414,9
"441","Mineria","asalariado con contrato definido",194.60809933,194.60809933,9
"442","Industria Manufacturera","asalariado con contrato definido",1786.30286999,651.700839792753,9
"443","Electricidad, Gas y Agua","asalariado con contrato definido",803.66855338,769.840586237274,9
"444","Construccion","asalariado con contrato definido",2322.60119567,791.802690740971,9
"445","Comercio","asalariado con contrato definido",1422.86940914,471.220416267707,9
"446","Hoteles y Restoranes","asalariado con contrato definido",60.8322471,60.8322471,9
"447","Transporte y Comunicaciones","asalariado con contrato definido",720.9472004,380.973935499631,9
"448","Intermediacion Financiera","asalariado con contrato definido",162.14787427,121.737788268529,9
"449","Servicios Sociales y Personales","asalariado con contrato definido",6425.51471131,1251.65144679179,9
"450","Administracion Publica","asalariado con contrato definido",3281.00494141,866.823873595976,9
"451","Inmobiliarias","asalariado con contrato definido",1859.80381351,784.896265103501,9
"452","Agropecuario-Silvicola","asalariado con contrato indefinido",8980.16693747,2202.14292328614,9
"453","Mineria","asalariado con contrato indefinido",432.46244296,293.310299346643,9
"454","Industria Manufacturera","asalariado con contrato indefinido",8448.78340595,1867.32555410023,9
"455","Electricidad, Gas y Agua","asalariado con contrato indefinido",778.91846218,383.994890748599,9
"456","Construccion","asalariado con contrato indefinido",873.02360849,403.605615606651,9
"457","Comercio","asalariado con contrato indefinido",9729.21209108,1482.32407353187,9
"458","Hoteles y Restoranes","asalariado con contrato indefinido",2268.21617754,608.051453557749,9
"459","Transporte y Comunicaciones","asalariado con contrato indefinido",5544.77001529,1213.33080082285,9
"460","Intermediacion Financiera","asalariado con contrato indefinido",1048.47991292,541.040800114155,9
"461","Servicios Sociales y Personales","asalariado con contrato indefinido",20468.95805906,2656.86780400625,9
"462","Administracion Publica","asalariado con contrato indefinido",4140.83331768,1085.03267013827,9
"463","Inmobiliarias","asalariado con contrato indefinido",1519.21531269,680.504019785154,9
"464","Agropecuario-Silvicola","no remunerado",1370.73773068,666.148056462587,9
"465","Industria Manufacturera","no remunerado",48.80415783,48.80415783,9
"466","Construccion","no remunerado",189.98735324,189.98735324,9
"467","Comercio","no remunerado",2612.79615576,1367.76086512355,9
"468","Hoteles y Restoranes","no remunerado",113.93473206,113.93473206,9
"469","Transporte y Comunicaciones","no remunerado",534.6180277,364.954672481165,9
"470","Inmobiliarias","no remunerado",226.37854866,226.37854866,9
"471","Agropecuario-Silvicola","empleador",2273.73168386,1210.38594588146,10
"472","Industria Manufacturera","empleador",201.12975399,118.125453778097,10
"473","Construccion","empleador",689.12518741,521.473317161132,10
"474","Comercio","empleador",683.28366674,379.686904148395,10
"475","Hoteles y Restoranes","empleador",607.86566954,358.131005981026,10
"476","Transporte y Comunicaciones","empleador",904.99858616,551.743707105226,10
"477","Servicios Sociales y Personales","empleador",323.29094532,197.940626977997,10
"478","Inmobiliarias","empleador",491.56496618,491.56496618,10
"479","Agropecuario-Silvicola","cuenta propia",12312.3799983,1820.04409188861,10
"480","Industria Manufacturera","cuenta propia",6147.62422371,1857.01289561495,10
"481","Construccion","cuenta propia",6431.69058982,2718.88085974912,10
"482","Comercio","cuenta propia",11871.39861087,2568.81350032599,10
"483","Hoteles y Restoranes","cuenta propia",234.36231335,184.985741291366,10
"484","Transporte y Comunicaciones","cuenta propia",2893.06380578,802.729047260121,10
"485","Servicios Sociales y Personales","cuenta propia",3347.10635044,816.143146831346,10
"486","Inmobiliarias","cuenta propia",2689.9930667,811.887922191165,10
"487","Agropecuario-Silvicola","asalariado sin contrato",11716.20922321,3424.96210990142,10
"488","Industria Manufacturera","asalariado sin contrato",1030.07423625,540.680326727846,10
"489","Construccion","asalariado sin contrato",2107.48472274,837.50301088623,10
"490","Comercio","asalariado sin contrato",5689.04524309,1524.45079695952,10
"491","Hoteles y Restoranes","asalariado sin contrato",1139.33538664,496.385114717279,10
"492","Transporte y Comunicaciones","asalariado sin contrato",2792.44622796,791.720218603841,10
"493","Intermediacion Financiera","asalariado sin contrato",23.78825014,23.78825014,10
"494","Servicios Sociales y Personales","asalariado sin contrato",7223.60504936,1501.23303311008,10
"495","Administracion Publica","asalariado sin contrato",431.91263914,291.203311590542,10
"496","Inmobiliarias","asalariado sin contrato",757.48873019,508.803769563469,10
"497","Agropecuario-Silvicola","asalariado con contrato definido",6872.9883852,2069.41699842694,10
"498","Mineria","asalariado con contrato definido",188.52633646,188.52633646,10
"499","Industria Manufacturera","asalariado con contrato definido",1862.11763786,648.440360882694,10
"500","Electricidad, Gas y Agua","asalariado con contrato definido",34.51250297,34.5125029700001,10
"501","Construccion","asalariado con contrato definido",2534.22728067,807.937132411681,10
"502","Comercio","asalariado con contrato definido",1451.17754317,446.567158618353,10
"503","Hoteles y Restoranes","asalariado con contrato definido",781.56247978,713.003196726947,10
"504","Transporte y Comunicaciones","asalariado con contrato definido",1365.80854002,558.386181883517,10
"505","Intermediacion Financiera","asalariado con contrato definido",162.48979533,122.311927955767,10
"506","Servicios Sociales y Personales","asalariado con contrato definido",5394.46015565,1071.64142341908,10
"507","Administracion Publica","asalariado con contrato definido",2668.71250833,744.919036075137,10
"508","Inmobiliarias","asalariado con contrato definido",2000.66709553,798.308493972573,10
"509","Agropecuario-Silvicola","asalariado con contrato indefinido",10424.40640345,2430.6357793733,10
"510","Mineria","asalariado con contrato indefinido",418.94741435,284.143960969479,10
"511","Industria Manufacturera","asalariado con contrato indefinido",6238.55447938,1245.48008847064,10
"512","Electricidad, Gas y Agua","asalariado con contrato indefinido",832.51748039,403.29269214234,10
"513","Construccion","asalariado con contrato indefinido",681.21182265,352.584506429234,10
"514","Comercio","asalariado con contrato indefinido",10322.7700215,1500.86534811929,10
"515","Hoteles y Restoranes","asalariado con contrato indefinido",2673.29106943,774.665345990248,10
"516","Transporte y Comunicaciones","asalariado con contrato indefinido",4282.58256979,1039.96789300291,10
"517","Intermediacion Financiera","asalariado con contrato indefinido",603.076454,420.612434110175,10
"518","Servicios Sociales y Personales","asalariado con contrato indefinido",19978.8378978,2523.20162162735,10
"519","Administracion Publica","asalariado con contrato indefinido",4807.20631869,1174.94572593947,10
"520","Inmobiliarias","asalariado con contrato indefinido",1704.8060218,702.954879564911,10
"521","Agropecuario-Silvicola","no remunerado",2121.74945779,944.937615872704,10
"522","Industria Manufacturera","no remunerado",48.26875095,48.26875095,10
"523","Construccion","no remunerado",192.36314276,192.36314276,10
"524","Comercio","no remunerado",3062.89683295,1396.92796883625,10
